label,case,toy,primary_metric,direction,baseline_variant,nabm_variant,baseline_n,baseline_mean,baseline_std,baseline_ci95,nabm_n,nabm_mean,nabm_std,nabm_ci95,effect_n,effect_mean,effect_std,effect_ci95,positive_effect_favors,nabm_status,neural_role,social_channels,reference_policies
nabm_effect_matrix_quick,toy1_social_accuracy,toy1,domain_final_mean_global_accuracy,maximize,no_social,output_average,3,0.6773399957021078,0.15957171350602053,0.18057239262559158,3,0.729404000043869,0.1664774765263985,0.18838699913759052,3,0.05206400434176125,0.02942775501086766,0.03330063966325478,nabm,full,"Local classifier training plus social output, latent, and parameter mixing are the primary experiment path.","output_distribution, latent_state, parameters",none
nabm_effect_matrix_quick,toy2_reference_payoff,toy2,final_mean_payoff,maximize,fermi_imitation,neural_output_average,3,1.6283333333333332,0.17623374629546215,0.19942725769340333,3,2.0166666666666666,0.20039544239661078,0.22676879071963246,3,0.38833333333333325,0.3676388626537371,0.4160225367826978,nabm,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
nabm_effect_matrix_quick,toy2_reference_payoff,toy2,final_mean_payoff,maximize,rd_well_mixed,neural_output_average,3,1.6615168782549492,0.0,0.0,3,2.0166666666666666,0.20039544239661078,0.22676879071963246,3,0.3551497884117176,0.20039544239661078,0.22676879071963246,nabm,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
nabm_effect_matrix_quick,toy2_reference_payoff,toy2,final_mean_payoff,maximize,reputation_imitation,neural_output_average,3,3.0,0.0,0.0,3,2.0166666666666666,0.20039544239661078,0.22676879071963246,3,-0.9833333333333334,0.20039544239661078,0.22676879071963246,nabm,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
nabm_effect_matrix_quick,toy3_opinion_polarization,toy3,domain_final_polarization_index,minimize,deffuant,neural_output_average,3,0.16584679508408007,0.002362880022155434,0.0026738504570342886,3,0.006832437252975491,0.002592399243299965,0.0029335759058937852,3,0.15901435783110457,0.004590757393788224,0.0051949310334922765,nabm,full,Neural opinion updates and social output mixing drive the opinion/rewiring experiment path.,"opinion_output, bounded_confidence, peer_graph",none
nabm_effect_matrix_quick,toy3_opinion_polarization,toy3,domain_final_polarization_index,minimize,hk,neural_output_average,3,0.16649216248084278,0.0025348741040493766,0.0028684800828160492,3,0.006832437252975491,0.002592399243299965,0.0029335759058937852,3,0.1596597252278673,0.0049655030530836725,0.005618995667745143,nabm,full,Neural opinion updates and social output mixing drive the opinion/rewiring experiment path.,"opinion_output, bounded_confidence, peer_graph",none
nabm_effect_matrix_quick,toy4_public_goods_payoff,toy4,final_mean_payoff,maximize,imitation,neural_output_average,3,0.0,0.0,0.0,3,0.2280000000000001,0.021633307652783942,0.024480392153721726,3,0.2280000000000001,0.021633307652783942,0.024480392153721726,nabm,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
nabm_effect_matrix_quick,toy4_public_goods_payoff,toy4,final_mean_payoff,maximize,reputation_imitation,neural_output_average,3,0.6,0.0,0.0,3,0.2280000000000001,0.021633307652783942,0.024480392153721726,3,-0.3719999999999999,0.021633307652783956,0.024480392153721744,nabm,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
nabm_effect_matrix_quick,toy5_cascade_size,toy5,domain_cascade_size,maximize,complex_threshold,neural_output_average,3,3.0,3.4641016151377544,3.92,3,96.33333333333333,0.5773502691896257,0.6533333333333333,3,93.33333333333333,3.7859388972001824,4.28419316921064,nabm,full,Neural adoption policy learning and social distillation are the primary path.,"adoption_probability, policy_distribution, reputation, exposure_state","simple_contagion, complex_threshold, reputation_imitation"
nabm_effect_matrix_quick,toy5_cascade_size,toy5,domain_cascade_size,maximize,simple_contagion,neural_output_average,3,4.0,2.0,2.263213055223333,3,96.33333333333333,0.5773502691896257,0.6533333333333333,3,92.33333333333333,2.516611478423583,2.8478139764465733,nabm,full,Neural adoption policy learning and social distillation are the primary path.,"adoption_probability, policy_distribution, reputation, exposure_state","simple_contagion, complex_threshold, reputation_imitation"
